text
Unidad I Fundamentos de las redes de datos
Unidad II Arquitectura de red (OSI y TCP/IP)
Unidad III Capa Fisica y Enlace de Datos
Unidad IV Capa de Red y Direcciona miento IPv4/IPv6
redes de computadoras
