text
Unidad I Principios y patrones de diseño de programas
Unidad II Programacion funcional
Unidad III Programacion reactiva y dirigida por eventos
Unidad IV Desarrollo de aplicaciones con paradigma funcional reactivo
programacion funcional y reactiva
